id,cvat_filename,original_filename,kind,source_path,has_reference_blue,reference_source_path
454,000454.jpg,64.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/64.jpg,no,
455,000455.jpg,65.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/65.jpg,no,
456,000456.jpg,66.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/66.jpg,no,
457,000457.jpg,66_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/66_.jpg,no,
458,000458.jpg,67.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/67.jpg,no,
459,000459.jpg,67_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/67_.jpg,no,
460,000460.jpg,68.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/68.jpg,no,
461,000461.jpg,68_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/68_.jpg,no,
462,000462.jpg,69.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/69.jpg,no,
463,000463.jpg,69_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/69_.jpg,no,
464,000464.jpg,70.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/70.jpg,no,
465,000465.jpg,70_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/70_.jpg,no,
466,000466.jpg,72.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/72.jpg,no,
467,000467.jpg,73.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/73.jpg,no,
468,000468.jpg,74.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/74.JPG,no,
469,000469.jpg,75.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/75.JPG,no,
470,000470.jpg,75_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/75_.jpg,no,
471,000471.jpg,76.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/76.JPG,no,
472,000472.jpg,77.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/77.JPG,no,
473,000473.jpg,78.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/78.JPG,no,
474,000474.jpg,79.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/79.JPG,no,
475,000475.jpg,8.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/8.jpg,no,
476,000476.jpg,80.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/80.JPG,no,
477,000477.jpg,81.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/81.JPG,no,
478,000478.jpg,81_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/81_.jpg,no,
479,000479.jpg,83.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/83.JPG,no,
480,000480.jpg,84.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/84.JPG,no,
481,000481.jpg,85.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/85.JPG,no,
482,000482.jpg,86.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/86.JPG,no,
483,000483.jpg,87.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/87.JPG,no,
484,000484.jpg,87_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/87_.jpg,no,
485,000485.jpg,88.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/88.JPG,no,
486,000486.jpg,88_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/88_.jpg,no,
487,000487.jpg,89.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/89.JPG,no,
488,000488.jpg,9.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/9.jpg,no,
489,000489.jpg,90.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/90.JPG,no,
490,000490.jpg,91.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/91.JPG,no,
491,000491.jpg,93.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/93.JPG,no,
492,000492.jpg,93_.jpg,ch2_detail,Фото руд по сортам. ч2/рядовые/93_.jpg,no,
493,000493.jpg,94.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/94.JPG,no,
494,000494.jpg,95.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/95.JPG,no,
495,000495.jpg,96.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/96.JPG,no,
496,000496.jpg,97.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/97.JPG,no,
497,000497.jpg,98.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/98.JPG,no,
498,000498.jpg,99.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/99.JPG,no,
499,000499.jpg,DSCN0454.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0454.JPG,no,
500,000500.jpg,DSCN0455.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0455.JPG,no,
501,000501.jpg,DSCN0459.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0459.JPG,no,
502,000502.jpg,DSCN0471.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0471.JPG,no,
503,000503.jpg,DSCN0474.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0474.JPG,no,
504,000504.jpg,DSCN0477.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0477.JPG,no,
505,000505.jpg,DSCN0479.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0479.JPG,no,
506,000506.jpg,DSCN0631.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0631.JPG,no,
507,000507.jpg,DSCN0634.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0634.JPG,no,
508,000508.jpg,DSCN0636.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0636.JPG,no,
509,000509.jpg,DSCN0638.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0638.JPG,no,
510,000510.jpg,DSCN0639.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0639.JPG,no,
511,000511.jpg,DSCN0677.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0677.JPG,no,
512,000512.jpg,DSCN0685.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0685.JPG,no,
513,000513.jpg,DSCN0687.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0687.JPG,no,
514,000514.jpg,DSCN0693.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0693.JPG,no,
515,000515.jpg,DSCN0994.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN0994.JPG,no,
516,000516.jpg,DSCN1031.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1031.JPG,no,
517,000517.jpg,DSCN1032.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1032.JPG,no,
518,000518.jpg,DSCN1033.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1033.JPG,no,
519,000519.jpg,DSCN1034.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1034.JPG,no,
520,000520.jpg,DSCN1039.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1039.JPG,no,
521,000521.jpg,DSCN1048.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1048.JPG,no,
522,000522.jpg,DSCN1049.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1049.JPG,no,
523,000523.jpg,DSCN1061.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1061.JPG,no,
524,000524.jpg,DSCN1063.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1063.JPG,no,
525,000525.jpg,DSCN1064.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1064.JPG,no,
526,000526.jpg,DSCN1066.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1066.JPG,no,
527,000527.jpg,DSCN1080.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1080.JPG,no,
528,000528.jpg,DSCN1085.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1085.JPG,no,
529,000529.jpg,DSCN1086.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1086.JPG,no,
530,000530.jpg,DSCN1087.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1087.JPG,no,
531,000531.jpg,DSCN1089.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1089.JPG,no,
532,000532.jpg,DSCN1097.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1097.JPG,no,
533,000533.jpg,DSCN1196.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1196.JPG,no,
534,000534.jpg,DSCN1201.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1201.JPG,no,
535,000535.jpg,DSCN1202.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1202.JPG,no,
536,000536.jpg,DSCN1224.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1224.JPG,no,
537,000537.jpg,DSCN1228.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1228.JPG,no,
538,000538.jpg,DSCN1232.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1232.JPG,no,
539,000539.jpg,DSCN1368.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1368.JPG,no,
540,000540.jpg,DSCN1402.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1402.JPG,no,
541,000541.jpg,DSCN1404.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1404.JPG,no,
542,000542.jpg,DSCN1406.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1406.JPG,no,
543,000543.jpg,DSCN1407.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1407.JPG,no,
544,000544.jpg,DSCN1428.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1428.JPG,no,
545,000545.jpg,DSCN1429.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1429.JPG,no,
546,000546.jpg,DSCN1432.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1432.JPG,no,
547,000547.jpg,DSCN1434.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1434.JPG,no,
548,000548.jpg,DSCN1435.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1435.JPG,no,
549,000549.jpg,DSCN1436.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1436.JPG,no,
550,000550.jpg,DSCN1438.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1438.JPG,no,
551,000551.jpg,DSCN1439.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1439.JPG,no,
552,000552.jpg,DSCN1461.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1461.JPG,no,
553,000553.jpg,DSCN1462.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1462.JPG,no,
554,000554.jpg,DSCN1464.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1464.JPG,no,
555,000555.jpg,DSCN1472.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1472.JPG,no,
556,000556.jpg,DSCN1473.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1473.JPG,no,
557,000557.jpg,DSCN1477.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1477.JPG,no,
558,000558.jpg,DSCN1489.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1489.JPG,no,
559,000559.jpg,DSCN1514.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1514.JPG,no,
560,000560.jpg,DSCN1515.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1515.JPG,no,
561,000561.jpg,DSCN1517.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1517.JPG,no,
562,000562.jpg,DSCN1536.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1536.JPG,no,
563,000563.jpg,DSCN1541.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1541.JPG,no,
564,000564.jpg,DSCN1548.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1548.JPG,no,
565,000565.jpg,DSCN1568.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1568.JPG,no,
566,000566.jpg,DSCN1570.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1570.JPG,no,
567,000567.jpg,DSCN1571.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1571.JPG,no,
568,000568.jpg,DSCN1583.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1583.JPG,no,
569,000569.jpg,DSCN1589.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1589.JPG,no,
570,000570.jpg,DSCN1592.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1592.JPG,no,
571,000571.jpg,DSCN1593.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1593.JPG,no,
572,000572.jpg,DSCN1604.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1604.JPG,no,
573,000573.jpg,DSCN1612.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1612.JPG,no,
574,000574.jpg,DSCN1730.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1730.JPG,no,
575,000575.jpg,DSCN1734.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1734.JPG,no,
576,000576.jpg,DSCN1740.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1740.JPG,no,
577,000577.jpg,DSCN1748.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1748.JPG,no,
578,000578.jpg,DSCN1764.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1764.JPG,no,
579,000579.jpg,DSCN1768.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1768.JPG,no,
580,000580.jpg,DSCN1775.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1775.JPG,no,
581,000581.jpg,DSCN1811.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1811.JPG,no,
582,000582.jpg,DSCN1959.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1959.JPG,no,
583,000583.jpg,DSCN1961.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1961.JPG,no,
584,000584.jpg,DSCN1970.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1970.JPG,no,
585,000585.jpg,DSCN1989.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1989.JPG,no,
586,000586.jpg,DSCN1990.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1990.JPG,no,
587,000587.jpg,DSCN1992.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1992.JPG,no,
588,000588.jpg,DSCN1993.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1993.JPG,no,
589,000589.jpg,DSCN1995.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN1995.JPG,no,
590,000590.jpg,DSCN2011.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2011.JPG,no,
591,000591.jpg,DSCN2015.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2015.JPG,no,
592,000592.jpg,DSCN2335.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2335.JPG,no,
593,000593.jpg,DSCN2338.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2338.JPG,no,
594,000594.jpg,DSCN2339.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2339.JPG,no,
595,000595.jpg,DSCN2347.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2347.JPG,no,
596,000596.jpg,DSCN2352.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2352.JPG,no,
597,000597.jpg,DSCN2353.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2353.JPG,no,
598,000598.jpg,DSCN2354.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2354.JPG,no,
599,000599.jpg,DSCN2356.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2356.JPG,no,
600,000600.jpg,DSCN2361.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2361.JPG,no,
601,000601.jpg,DSCN2363.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2363.JPG,no,
602,000602.jpg,DSCN2368.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2368.JPG,no,
603,000603.jpg,DSCN2901.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2901.JPG,no,
604,000604.jpg,DSCN2931.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2931.JPG,no,
605,000605.jpg,DSCN2936.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2936.JPG,no,
606,000606.jpg,DSCN2947.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2947.JPG,no,
607,000607.jpg,DSCN2949.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2949.JPG,no,
608,000608.jpg,DSCN2966.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2966.JPG,no,
609,000609.jpg,DSCN2967.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN2967.JPG,no,
610,000610.jpg,DSCN3083.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3083.JPG,no,
611,000611.jpg,DSCN3084.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3084.JPG,no,
612,000612.jpg,DSCN3085.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3085.JPG,no,
613,000613.jpg,DSCN3086.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3086.JPG,no,
614,000614.jpg,DSCN3091.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3091.JPG,no,
615,000615.jpg,DSCN3092.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3092.JPG,no,
616,000616.jpg,DSCN3095.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3095.JPG,no,
617,000617.jpg,DSCN3097.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3097.JPG,no,
618,000618.jpg,DSCN3099.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3099.JPG,no,
619,000619.jpg,DSCN3105.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3105.JPG,no,
620,000620.jpg,DSCN3106.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3106.JPG,no,
621,000621.jpg,DSCN3107.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3107.JPG,no,
622,000622.jpg,DSCN3114.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3114.JPG,no,
623,000623.jpg,DSCN3115.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3115.JPG,no,
624,000624.jpg,DSCN3116.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3116.JPG,no,
625,000625.jpg,DSCN3123.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3123.JPG,no,
626,000626.jpg,DSCN3124.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3124.JPG,no,
627,000627.jpg,DSCN3125.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3125.JPG,no,
628,000628.jpg,DSCN3127.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3127.JPG,no,
629,000629.jpg,DSCN3128.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3128.JPG,no,
630,000630.jpg,DSCN3129.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3129.JPG,no,
631,000631.jpg,DSCN3134.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3134.JPG,no,
632,000632.jpg,DSCN3193.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3193.JPG,no,
633,000633.jpg,DSCN3194.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3194.JPG,no,
634,000634.jpg,DSCN3200.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3200.JPG,no,
635,000635.jpg,DSCN3208.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3208.JPG,no,
636,000636.jpg,DSCN3209.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3209.JPG,no,
637,000637.jpg,DSCN3255.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3255.JPG,no,
638,000638.jpg,DSCN3256.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3256.JPG,no,
639,000639.jpg,DSCN3264.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3264.JPG,no,
640,000640.jpg,DSCN3289.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3289.JPG,no,
641,000641.jpg,DSCN3290.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3290.JPG,no,
642,000642.jpg,DSCN3296.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3296.JPG,no,
643,000643.jpg,DSCN3343 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3343 — копия.JPG,no,
644,000644.jpg,DSCN3345 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3345 — копия.JPG,no,
645,000645.jpg,DSCN3346 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3346 — копия.JPG,no,
646,000646.jpg,DSCN3347 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3347 — копия.JPG,no,
647,000647.jpg,DSCN3349 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3349 — копия.JPG,no,
648,000648.jpg,DSCN3350 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3350 — копия.JPG,no,
649,000649.jpg,DSCN3364 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3364 — копия.JPG,no,
650,000650.jpg,DSCN3365 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3365 — копия.JPG,no,
651,000651.jpg,DSCN3373 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3373 — копия.JPG,no,
652,000652.jpg,DSCN3376 — копия.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3376 — копия.JPG,no,
653,000653.jpg,DSCN3443.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3443.JPG,no,
654,000654.jpg,DSCN3444.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3444.JPG,no,
655,000655.jpg,DSCN3447.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3447.JPG,no,
656,000656.jpg,DSCN3449.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3449.JPG,no,
657,000657.jpg,DSCN3499.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3499.JPG,no,
658,000658.jpg,DSCN3512.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3512.JPG,no,
659,000659.jpg,DSCN3513.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3513.JPG,no,
660,000660.jpg,DSCN3515.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3515.JPG,no,
661,000661.jpg,DSCN3520.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3520.JPG,no,
662,000662.jpg,DSCN3548.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3548.JPG,no,
663,000663.jpg,DSCN3558.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3558.JPG,no,
664,000664.jpg,DSCN3565.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3565.JPG,no,
665,000665.jpg,DSCN3566.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3566.JPG,no,
666,000666.jpg,DSCN3571.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3571.JPG,no,
667,000667.jpg,DSCN3596.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3596.JPG,no,
668,000668.jpg,DSCN3608.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3608.JPG,no,
669,000669.jpg,DSCN3615.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3615.JPG,no,
670,000670.jpg,DSCN3616.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3616.JPG,no,
671,000671.jpg,DSCN3621.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN3621.JPG,no,
672,000672.jpg,DSCN4240.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4240.JPG,no,
673,000673.jpg,DSCN4241.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4241.JPG,no,
674,000674.jpg,DSCN4243.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4243.JPG,no,
675,000675.jpg,DSCN4245.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4245.JPG,no,
676,000676.jpg,DSCN4264.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4264.JPG,no,
677,000677.jpg,DSCN4274.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4274.JPG,no,
678,000678.jpg,DSCN4279.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4279.JPG,no,
679,000679.jpg,DSCN4289.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4289.JPG,no,
680,000680.jpg,DSCN4290.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4290.JPG,no,
681,000681.jpg,DSCN4291.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4291.JPG,no,
682,000682.jpg,DSCN4303.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4303.JPG,no,
683,000683.jpg,DSCN4306.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4306.JPG,no,
684,000684.jpg,DSCN4309.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4309.JPG,no,
685,000685.jpg,DSCN4319.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4319.JPG,no,
686,000686.jpg,DSCN4328.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4328.JPG,no,
687,000687.jpg,DSCN4332.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4332.JPG,no,
688,000688.jpg,DSCN4354.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4354.JPG,no,
689,000689.jpg,DSCN4358.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4358.JPG,no,
690,000690.jpg,DSCN4389.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4389.JPG,no,
691,000691.jpg,DSCN4390.JPG,ch2_detail,Фото руд по сортам. ч2/рядовые/DSCN4390.JPG,no,
